chromogram_0_0,chromogram_0_1,chromogram_0_10,chromogram_0_11,chromogram_0_12,chromogram_0_2,chromogram_0_3,chromogram_0_4,chromogram_0_5,chromogram_0_6,chromogram_0_7,chromogram_0_8,chromogram_0_9,chromogram_10_0,chromogram_10_1,chromogram_10_10,chromogram_10_11,chromogram_10_12,chromogram_10_2,chromogram_10_3,chromogram_10_4,chromogram_10_5,chromogram_10_6,chromogram_10_7,chromogram_10_8,chromogram_10_9,chromogram_11_0,chromogram_11_1,chromogram_11_10,chromogram_11_11,chromogram_11_12,chromogram_11_2,chromogram_11_3,chromogram_11_4,chromogram_11_5,chromogram_11_6,chromogram_11_7,chromogram_11_8,chromogram_11_9,chromogram_1_0,chromogram_1_1,chromogram_1_10,chromogram_1_11,chromogram_1_12,chromogram_1_2,chromogram_1_3,chromogram_1_4,chromogram_1_5,chromogram_1_6,chromogram_1_7,chromogram_1_8,chromogram_1_9,chromogram_2_0,chromogram_2_1,chromogram_2_10,chromogram_2_11,chromogram_2_12,chromogram_2_2,chromogram_2_3,chromogram_2_4,chromogram_2_5,chromogram_2_6,chromogram_2_7,chromogram_2_8,chromogram_2_9,chromogram_3_0,chromogram_3_1,chromogram_3_10,chromogram_3_11,chromogram_3_12,chromogram_3_2,chromogram_3_3,chromogram_3_4,chromogram_3_5,chromogram_3_6,chromogram_3_7,chromogram_3_8,chromogram_3_9,chromogram_4_0,chromogram_4_1,chromogram_4_10,chromogram_4_11,chromogram_4_12,chromogram_4_2,chromogram_4_3,chromogram_4_4,chromogram_4_5,chromogram_4_6,chromogram_4_7,chromogram_4_8,chromogram_4_9,chromogram_5_0,chromogram_5_1,chromogram_5_10,chromogram_5_11,chromogram_5_12,chromogram_5_2,chromogram_5_3,chromogram_5_4,chromogram_5_5,chromogram_5_6,chromogram_5_7,chromogram_5_8,chromogram_5_9,chromogram_6_0,chromogram_6_1,chromogram_6_10,chromogram_6_11,chromogram_6_12,chromogram_6_2,chromogram_6_3,chromogram_6_4,chromogram_6_5,chromogram_6_6,chromogram_6_7,chromogram_6_8,chromogram_6_9,chromogram_7_0,chromogram_7_1,chromogram_7_10,chromogram_7_11,chromogram_7_12,chromogram_7_2,chromogram_7_3,chromogram_7_4,chromogram_7_5,chromogram_7_6,chromogram_7_7,chromogram_7_8,chromogram_7_9,chromogram_8_0,chromogram_8_1,chromogram_8_10,chromogram_8_11,chromogram_8_12,chromogram_8_2,chromogram_8_3,chromogram_8_4,chromogram_8_5,chromogram_8_6,chromogram_8_7,chromogram_8_8,chromogram_8_9,chromogram_9_0,chromogram_9_1,chromogram_9_10,chromogram_9_11,chromogram_9_12,chromogram_9_2,chromogram_9_3,chromogram_9_4,chromogram_9_5,chromogram_9_6,chromogram_9_7,chromogram_9_8,chromogram_9_9,spec_centr_0,spec_centr_1,spec_centr_10,spec_centr_11,spec_centr_12,spec_centr_2,spec_centr_3,spec_centr_4,spec_centr_5,spec_centr_6,spec_centr_7,spec_centr_8,spec_centr_9,species
0.003313319,0.003581578,0.024375355,0.001746373,0.002267258,0.029534268,0.031473281,0.023714065,0.012337959,0.010701079,0.022197625,0.00810497,0.009270286,0.073935719,0.084185152,0.824132807,0.568273212,0.912371046,0.368518351,1,1,0.129202954,0.321255997,0.456750956,0.889110863,1,0.005361314,0.004521426,0.217636132,0.020550299,0.040266914,0.067253541,0.151622284,0.140272169,0.022349414,0.03383921,0.062949025,0.237008915,0.312149823,0.006334846,0.004923306,0.017515659,0.00194894,0.001728755,0.01678445,0.016327825,0.018097299,0.015195623,0.008809003,0.021433903,0.006579544,0.002443411,0.008407716,0.005176874,0.019819963,0.003218621,0.002353013,0.016002392,0.007681365,0.010965293,0.03992932,0.012259822,0.015815883,0.003012083,0.001250592,0.016444516,0.009016635,0.014908616,0.004958895,0.003425026,0.016004367,0.006466065,0.005972737,0.021457643,0.009663335,0.012361496,0.00314774,0.001210831,0.0158803,0.00795359,0.009286969,0.003666648,0.002998452,0.015662313,0.006915801,0.007590486,0.01154466,0.006021389,0.010031498,0.002051397,0.001101868,0.01522897,0.007952973,0.018679374,0.002350529,0.001952187,0.025290237,0.012130319,0.020006172,0.025485263,0.010503772,0.027392431,0.003706825,0.002214903,0.073589063,0.036231932,0.125555975,0.012173607,0.003927784,0.090631816,0.025544695,0.03158952,0.103618614,0.033107605,0.158712414,0.032643353,0.007070309,0.328136046,0.158868312,0.671405845,0.09837146,0.008490392,0.409086499,0.106363403,0.142472729,0.917706996,0.22219283,0.660983955,0.240551422,0.025340953,0.700087511,0.54201891,1,0.295099065,0.088877605,0.867405521,0.309527665,0.223294945,1,0.416936024,0.80372093,0.557681747,0.097703781,1,1,0.9484132,1,1,1,0.950311903,0.827759155,0.734899414,1,1,1,0.357161557,2017.62256,2114.822546,2082.151566,2009.788327,2070.873832,2082.709665,2105.633165,2261.644614,2203.288297,2122.831098,2086.62911,1995.955758,2084.894728,palustris
0.553767703,0.381984577,0.484141545,0.39741809,0.10766959,0.316375926,1,0.387677588,0.074081481,0.099441331,0.127080004,0.09297347,0.077903648,0.664311503,0.422696073,1,0.608757281,0.619955345,0.958493814,0.718586251,1,1,1,0.482046915,1,1,0.583455655,0.577642,0.552857733,0.625246464,0.497531375,0.73769695,0.54197938,0.651178048,0.767084303,0.682774931,0.169430109,0.501922478,0.535333533,0.569302234,0.228118743,0.306297638,0.326218535,0.118269028,0.39047767,0.910504789,0.468449832,0.084274515,0.179058929,0.282864587,0.136946163,0.081922496,1,0.425276624,0.318692385,0.299222607,0.209967424,0.726466758,0.568509066,0.338446499,0.263157009,0.606222268,0.359436259,0.227016642,0.320076501,0.356689226,0.32306719,0.158776281,0.191504274,0.149703603,0.307215578,0.103595776,0.356922939,0.264992206,0.186288951,0.220517105,0.326723698,0.206922048,0.158027317,0.127586637,0.041687104,0.037792081,0.033815337,0.13196952,0.123216578,0.305848509,0.108288214,0.020124398,0.080346697,0.078639944,0.025788159,0.31964653,0.12059816,0.039627328,0.035932888,0.021152533,0.15501707,0.250930932,0.072753102,0.018115983,0.017373231,0.026627073,0.019135938,0.017958107,0.743658015,0.402484259,0.060438369,0.091757407,0.063897895,0.78822458,0.699341749,0.179225063,0.017617863,0.027825305,0.112743572,0.041343534,0.024440241,0.472720216,1,0.133309381,0.274613185,0.177850648,1,0.662205114,0.592347851,0.082018402,0.122359935,0.571474218,0.216168261,0.082063533,0.504865783,0.852736495,0.237851524,1,1,0.733419582,0.425837349,0.77160544,0.270484345,0.322843555,1,0.6275007,0.272748163,0.406734648,0.247626212,0.339163984,0.487399606,0.435913634,0.460689947,0.518290801,0.996849793,0.356796768,0.152920523,0.779777965,0.638102007,0.206762507,1983.88544,1947.907235,1920.218601,2002.291824,2052.174301,1861.347016,1949.098769,1934.794799,1922.837423,2053.322072,2124.963997,1958.531307,1884.261546,scirpaceus
0.444913338,0.37570976,0.486769484,0.412077711,0.114393091,0.320321038,1,0.383171435,0.075325787,0.101274511,0.126067014,0.092827324,0.078710445,0.674913368,0.432105742,1,0.688690364,0.787097794,0.961648924,0.721013936,1,1,1,0.486619392,1,1,0.543482908,0.581819863,0.55892691,0.627020661,0.489289937,0.743331019,0.537730607,0.65234218,0.782968872,0.701103646,0.172403823,0.514640928,0.551003865,0.423946996,0.212952109,0.310377975,0.342626488,0.129322805,0.387330168,0.911835418,0.46527462,0.084362544,0.179031028,0.28042328,0.136988892,0.081962531,1,0.436259545,0.318554649,0.317984093,0.240865841,0.731112684,0.575182964,0.337266753,0.263468553,0.612800835,0.360418592,0.225990295,0.320573352,0.435409543,0.342072673,0.161853397,0.202456047,0.163926205,0.310706414,0.104568709,0.353809953,0.268308526,0.192952743,0.221842829,0.328780531,0.21141884,0.168374441,0.133127453,0.042103277,0.035985616,0.029572837,0.133486736,0.123465264,0.307282612,0.110292578,0.020558445,0.081959552,0.080657541,0.026517426,0.367943378,0.130541224,0.039676886,0.036440695,0.021031,0.152869151,0.246309562,0.072471819,0.018462656,0.01750342,0.026538122,0.019163394,0.017901814,0.677946547,0.398797194,0.06054691,0.093671567,0.066677968,0.786352642,0.695944999,0.174733762,0.017522308,0.028023951,0.110271505,0.040750894,0.024635642,0.437267831,1,0.132707802,0.277892469,0.179292678,1,0.665050003,0.584121776,0.081019493,0.122088779,0.565244189,0.212599657,0.080443892,0.50514737,0.876655413,0.239232627,1,1,0.743297408,0.430218616,0.76683504,0.271097445,0.327221032,1,0.625284039,0.2743549,0.436560731,0.256727899,0.334864706,0.531033615,0.510056733,0.455478935,0.513288654,0.987138446,0.35565573,0.153527971,0.7845826,0.638771155,0.205710329,1991.659958,1952.810356,1920.365708,1963.391381,1974.470637,1861.225497,1949.146799,1934.741653,1922.858727,2053.90992,2124.628109,1958.264981,1884.253359,scirpaceus
0.485421371,0.368029082,0.48828726,0.416849584,0.121860887,0.318373431,1,0.383937309,0.07391616,0.100064667,0.126670924,0.092831094,0.07789708,0.785867201,0.433789966,1,0.71297006,0.837647947,0.963913135,0.71525581,1,1,1,0.483836696,1,1,0.705264126,0.5903043,0.55519438,0.591505536,0.419959909,0.739629778,0.540696692,0.651198416,0.76736573,0.681920076,0.169961522,0.502508554,0.53484972,0.393318738,0.200513321,0.309036121,0.342529381,0.132758043,0.393278457,0.910519245,0.46456493,0.084048994,0.180547688,0.281839953,0.13644553,0.081861479,1,0.417560855,0.318920915,0.323486276,0.250906579,0.729529877,0.567027494,0.336681266,0.263851151,0.608735943,0.357726846,0.226894327,0.320604247,0.567112263,0.348529739,0.159229587,0.190898722,0.145287634,0.307261601,0.103787637,0.356685785,0.264589044,0.186314951,0.221064277,0.32626159,0.206470418,0.201873454,0.132065628,0.04190585,0.0328444,0.023477997,0.132225754,0.123720936,0.304978481,0.107682798,0.020104947,0.08050977,0.078366273,0.025665785,0.466643178,0.136905172,0.03988161,0.038277476,0.024218984,0.156138569,0.250244934,0.072102785,0.018073892,0.017448281,0.026566964,0.019108428,0.01795585,0.787780258,0.402563071,0.061002283,0.089162176,0.056844473,0.792435649,0.696369942,0.177462063,0.017511993,0.028200086,0.112373318,0.041140787,0.024422158,0.479941275,1,0.1346092,0.275311382,0.169703406,1,0.663548408,0.588112671,0.081492698,0.12384784,0.570212233,0.21478658,0.082013823,0.51862211,0.85311342,0.239718169,1,1,0.732516043,0.428371315,0.767985496,0.269878519,0.324266447,1,0.624564753,0.272475509,0.559658222,0.264519193,0.340514061,0.576491731,0.612002878,0.462968701,0.519317095,0.993685605,0.355095845,0.153282789,0.781075977,0.635337478,0.206274553,1962.166762,1950.175556,1920.512162,1968.206564,1981.71238,1861.10548,1949.194514,1934.688435,1922.879977,2054.497883,2124.29179,1957.998971,1884.244956,scirpaceus
0.63849477,0.3738797,0.490363605,0.408636772,0.122768608,0.319387157,1,0.382081613,0.073834304,0.100379763,0.126468614,0.092760367,0.077894374,0.885737474,0.427932359,1,0.652929638,0.71463713,0.966635383,0.713613069,1,1,1,0.484741992,1,1,0.939147441,0.601221187,0.556371394,0.57263711,0.393417641,0.740602207,0.540065839,0.651212492,0.767504895,0.681492058,0.17023444,0.502800653,0.534605838,0.498913717,0.203524705,0.310410105,0.333258892,0.126444387,0.394690812,0.910531416,0.462634577,0.08393804,0.181299561,0.281331627,0.13619659,0.081831237,0.979414389,0.394066818,0.319040336,0.307598339,0.223603131,0.73106729,0.566298102,0.335804984,0.264200153,0.610000814,0.356881441,0.226835468,0.320867227,0.667459776,0.347678758,0.159459191,0.183642424,0.133712413,0.307284072,0.10388972,0.356566183,0.264387451,0.186330493,0.221340462,0.326030443,0.206244758,0.228431234,0.130492666,0.042015214,0.033937765,0.026234004,0.132354674,0.123977734,0.304543135,0.107380693,0.020096486,0.080591361,0.078229623,0.02560497,0.536186041,0.134391282,0.0400091,0.039314755,0.027041785,0.156703947,0.24990365,0.071780384,0.018052977,0.017486367,0.026537163,0.019094815,0.017954709,1,0.409112909,0.061285601,0.081051851,0.04293617,0.794552112,0.694894867,0.176587143,0.017459639,0.0283903,0.112188836,0.041040143,0.024413049,0.570140734,1,0.135264908,0.263885489,0.153052777,1,0.664232055,0.586004128,0.081232403,0.124603308,0.569582516,0.214099572,0.081989195,0.522332917,0.842652057,0.24067055,1,1,0.732061436,0.429650624,0.766180406,0.269578605,0.324989078,1,0.62310252,0.272340549,0.668615249,0.264681674,0.341193628,0.599169477,0.657361186,0.464113264,0.519847124,0.992103825,0.354247835,0.153471092,0.781723668,0.633958305,0.206034517,1931.607779,1947.980857,1920.657952,2017.838008,2089.382114,1860.987022,1949.241916,1934.635108,1922.901154,2055.085924,2123.955072,1957.733279,1884.236379,scirpaceus
0.664412302,0.379070151,0.492442198,0.394550982,0.115475954,0.320410949,1,0.380235465,0.073752972,0.10069717,0.126267769,0.092689965,0.077892065,0.776074233,0.419361006,1,0.578428654,0.568934537,0.969365967,0.711985182,1,1,1,0.48565412,1,1,0.863340501,0.596760617,0.557554136,0.58279127,0.425617129,0.741578624,0.539441964,0.651229155,0.767643004,0.681063668,0.170512121,0.503092124,0.534360636,0.560572729,0.21270968,0.311787231,0.321298672,0.117405117,0.396111162,0.91054696,0.460712189,0.083828274,0.18205648,0.28082592,0.135948587,0.081801177,0.867039027,0.38582523,0.319163227,0.291154201,0.197596494,0.732608543,0.565576287,0.334932919,0.264550441,0.611271109,0.356042157,0.226778156,0.321129602,0.56173819,0.338705582,0.159690763,0.187392115,0.144464517,0.307306154,0.103995903,0.356445897,0.264185838,0.186347748,0.221618347,0.325799274,0.206019207,0.186548442,0.126503071,0.042124568,0.035726814,0.030296408,0.132484122,0.124237615,0.304107569,0.10707898,0.020088875,0.080672982,0.078093103,0.025544402,0.442681736,0.126207767,0.040136817,0.037855743,0.025171597,0.157272415,0.249563527,0.071459811,0.018032148,0.017524831,0.026507527,0.019081298,0.017953561,1,0.413858305,0.061569813,0.075320852,0.034583204,0.796675891,0.693427017,0.175716589,0.017407668,0.028582419,0.11200477,0.040939988,0.024403896,0.556091647,1,0.135924463,0.255905363,0.145384755,1,0.664923593,0.583901606,0.080973795,0.125366554,0.568953619,0.213415141,0.081964729,0.467046776,0.83763182,0.241635693,1,1,0.731604896,0.430938121,0.764378496,0.269280671,0.3257193,1,0.621644159,0.272206553,0.561050264,0.255615041,0.341876244,0.57027717,0.599489724,0.465261256,0.520388347,0.990522271,0.353401476,0.153664252,0.782370384,0.632581223,0.205797149,1926.442775,1946.822802,1920.803031,2010.91277,2077.401548,1860.870111,1949.289033,1934.581676,1922.92226,2055.674016,2123.617922,1957.46793,1884.227631,scirpaceus
0.654101829,0.377765633,0.494522961,0.386500077,0.106885057,0.321444859,1,0.378398866,0.07367216,0.101016895,0.126068402,0.09261987,0.077890155,0.753301322,0.4173767,1,0.56225901,0.539642021,0.972104914,0.71037232,1,1,1,0.486573099,1,1,0.736651548,0.582487849,0.558742582,0.608486968,0.478562721,0.74255902,0.538825053,0.651248381,0.767779936,0.680634881,0.170794542,0.503382945,0.534114106,0.584473623,0.215909859,0.313167428,0.31752526,0.11477003,0.397539585,0.9105657,0.458797781,0.083719701,0.182818458,0.280322872,0.135701498,0.081771294,0.913603401,0.392226865,0.319289578,0.292843282,0.202961285,0.734153685,0.564861967,0.334065029,0.264902002,0.612546777,0.35520899,0.226722382,0.321391322,0.524247121,0.334765245,0.159924297,0.194679653,0.159507203,0.30732784,0.104106175,0.356324937,0.263984217,0.186366718,0.22189795,0.325568051,0.205793743,0.16534785,0.123990725,0.042233908,0.033651332,0.02653376,0.132614107,0.124500579,0.303671788,0.106777661,0.020082118,0.080754636,0.077956709,0.02548408,0.369055131,0.118127529,0.040264759,0.035177682,0.02049291,0.157843987,0.249224549,0.071141049,0.018011403,0.017563675,0.026478058,0.019067874,0.017952405,1,0.414854816,0.061854915,0.074614482,0.034087285,0.79880695,0.691966376,0.174850366,0.017356079,0.028776457,0.11182113,0.040840316,0.024394697,0.561816397,1,0.136587864,0.256651097,0.149450066,1,0.665623033,0.581805092,0.080716878,0.126137651,0.568325646,0.212733246,0.081940388,0.522660239,0.843333934,0.242613645,1,1,0.731146387,0.43223375,0.762579893,0.268984692,0.326457199,1,0.620189625,0.272073395,0.473170436,0.245907149,0.342561905,0.519645796,0.501958618,0.466412683,0.520940828,0.988940966,0.352556764,0.153862321,0.783016237,0.631206206,0.205562396,1934.1183,1946.252502,1920.947409,1980.640649,2011.630847,1860.754799,1949.335827,1934.528126,1922.943326,2056.262104,2123.280383,1957.202908,1884.218699,scirpaceus
0.62466227,0.372410331,0.496605846,0.39020419,0.104183605,0.322488946,1,0.37657174,0.073591879,0.101338956,0.125870497,0.092550073,0.077888657,0.818475114,0.423396978,1,0.617476501,0.648750585,0.974852238,0.708774378,1,1,1,0.487498813,1,1,0.675064731,0.573739844,0.559936766,0.623007491,0.502584695,0.743543434,0.538215108,0.65127016,0.767915934,0.680205753,0.171081675,0.503673154,0.53386627,0.560836358,0.211890895,0.314550685,0.324104444,0.120247187,0.398976079,0.910587793,0.456891335,0.083612327,0.183585562,0.279822427,0.135455307,0.081741603,0.957713405,0.39573065,0.319419401,0.308954159,0.231299632,0.73570264,0.564155185,0.33320134,0.265254851,0.613828016,0.354381885,0.226668109,0.321652444,0.567897691,0.33863394,0.1601598,0.195141394,0.15908527,0.30734912,0.104220535,0.356203333,0.263782596,0.186387444,0.222179244,0.325336767,0.205568386,0.189368504,0.126326167,0.042343229,0.02980528,0.018865816,0.132744618,0.124766631,0.303235797,0.106476749,0.020076222,0.080836321,0.077820437,0.02542401,0.342199108,0.114271362,0.040392922,0.034313713,0.018390796,0.158418678,0.248886679,0.070824096,0.017990746,0.017602902,0.026448756,0.019054543,0.017951243,1,0.412786069,0.062140902,0.078349171,0.039781217,0.800945388,0.690512796,0.173988475,0.017304871,0.028972436,0.111637904,0.04074112,0.024385452,0.575081664,1,0.13725511,0.264748915,0.161184186,1,0.666330321,0.579714604,0.080461646,0.126916678,0.567698458,0.212053883,0.081916201,0.627093563,0.853906537,0.243604474,1,1,0.730685934,0.433537521,0.760784531,0.26869072,0.327202894,1,0.618738855,0.271941187,0.464260372,0.243821924,0.343250633,0.49181374,0.445687749,0.467567565,0.521504552,0.987359939,0.351713691,0.154065351,0.783661207,0.629833218,0.205330295,1971.038012,1947.057807,1921.091018,1967.056205,1983.428065,1860.641105,1949.382302,1934.474451,1922.964342,2056.850174,2122.942446,1956.938208,1884.209576,scirpaceus
0.617728531,0.368683476,0.498690815,0.40202643,0.110392705,0.323543284,1,0.374754079,0.07351211,0.101663369,0.125674063,0.0924806,0.077887579,0.900308246,0.429475702,1,0.69344223,0.807878155,0.977607874,0.707191399,1,1,1,0.488431201,1,1,0.732729524,0.57756129,0.561136578,0.612297047,0.47420092,0.744531793,0.537612115,0.651294477,0.768050807,0.679776242,0.171373478,0.503962707,0.533617122,0.552683784,0.208729447,0.315936976,0.33421374,0.128161987,0.400420732,0.910613195,0.454992813,0.083506126,0.184357804,0.279324599,0.135210051,0.081712098,0.922417839,0.388555404,0.319552718,0.322013472,0.253103856,0.737255505,0.563455873,0.332341823,0.265608947,0.615114742,0.353560781,0.226615389,0.321912946,0.594891638,0.339420715,0.160397277,0.191233166,0.148696649,0.30737001,0.104338976,0.356081068,0.263580938,0.186409928,0.222462227,0.325105458,0.20534315,0.239062077,0.131153835,0.042452527,0.029671355,0.018151977,0.132875662,0.125035777,0.302799638,0.106176226,0.020071189,0.080918038,0.077684295,0.02536419,0.363265958,0.115239433,0.0405213,0.035826027,0.020522484,0.1589965,0.248549965,0.070508941,0.01797017,0.017642515,0.026419618,0.019041308,0.017950074,1,0.408992636,0.062427766,0.08320503,0.047175659,0.803091116,0.689066381,0.173130879,0.017254039,0.029170369,0.111455104,0.040642411,0.024376163,0.596532569,1,0.137926203,0.273587387,0.172144938,1,0.667045399,0.577630116,0.080208083,0.12770372,0.567072153,0.211377073,0.081892138,0.683729164,0.857773744,0.244608256,1,1,0.730223532,0.434849375,0.758992454,0.268398695,0.327956487,1,0.617291986,0.271809828,0.530236073,0.249346767,0.343942472,0.513251619,0.485442672,0.468725873,0.522079491,0.985779189,0.350872251,0.154273409,0.784305219,0.62846238,0.205100839,1972.835564,1943.72616,1921.233832,1955.987303,1969.943195,1860.529064,1949.428464,1934.420672,1922.98533,2057.438238,2122.604134,1956.673842,1884.200261,scirpaceus
0.646597487,0.367962844,0.500777736,0.410691802,0.120105083,0.324607906,1,0.372945823,0.073432855,0.101990154,0.125479083,0.092411427,0.077886928,0.923137705,0.427350844,1,0.715211658,0.86014754,0.980371778,0.70562335,1,1,1,0.489370278,1,1,0.844596453,0.585408659,0.562342027,0.589331613,0.423769158,0.745524189,0.537016047,0.651321318,0.76818462,0.679346372,0.171669942,0.504251627,0.533366659,0.593529553,0.210300419,0.317326223,0.337772332,0.129767795,0.401873522,0.910641808,0.453102204,0.083401112,0.185135241,0.278829389,0.134965689,0.081682783,0.90222076,0.382180293,0.319689508,0.321533358,0.250269115,0.738812135,0.562763999,0.331486474,0.265964353,0.616407046,0.352745674,0.226564163,0.322172779,0.534936015,0.329785308,0.16063671,0.192583862,0.150163885,0.307390451,0.1044615,0.35595814,0.263379296,0.186434181,0.222746894,0.324874072,0.205118001,0.257388135,0.131934597,0.042561792,0.033353188,0.025789506,0.133007221,0.125308022,0.302363262,0.105876105,0.020067019,0.080999789,0.077548269,0.025304621,0.411193748,0.118516455,0.040649888,0.037010348,0.022551803,0.15957745,0.248214415,0.07019557,0.01794968,0.01768252,0.026390647,0.019028164,0.0179489,1,0.404115471,0.062715498,0.085152013,0.050283525,0.805244123,0.687627095,0.172277558,0.017203584,0.029370274,0.11127272,0.040544175,0.024366827,0.640921959,1,0.138601134,0.275277044,0.172192811,1,0.667768218,0.575551686,0.079956202,0.128498839,0.566446715,0.210702773,0.081868204,0.644581534,0.848934692,0.245624998,1,1,0.729759195,0.43616929,0.757203711,0.26810865,0.328718034,1,0.615848906,0.271679322,0.605614122,0.254766928,0.344637396,0.566954558,0.596854907,0.469887564,0.522665671,0.984198761,0.350032476,0.154486539,0.784948435,0.627093576,0.204874024,1924.974381,1937.850023,1921.375858,1988.758196,2039.076031,1860.418694,1949.474299,1934.366726,1923.006317,2058.026287,2122.265453,1956.409788,1884.190741,scirpaceus
0.677360057,0.366646205,0.502866634,0.407736343,0.123088742,0.325682913,1,0.371146917,0.073354111,0.102319325,0.125285563,0.09234256,0.077886707,0.883935801,0.417999193,1,0.662740499,0.751178988,0.983144076,0.70407019,1,1,1,0.490315965,1,1,0.888963603,0.584259529,0.563553102,0.582297537,0.415197758,0.746520597,0.536426914,0.651350653,0.768317359,0.678916151,0.171971045,0.504539924,0.53311489,0.627579569,0.210748688,0.318718451,0.33223483,0.124665081,0.403334551,0.910673755,0.451219412,0.08329727,0.185917903,0.278336776,0.134722241,0.081653655,1,0.387645794,0.319829825,0.315322091,0.239779173,0.740372664,0.562079573,0.330635242,0.266321,0.617704944,0.351936526,0.226514459,0.322431963,0.458944686,0.318380574,0.160878135,0.198038516,0.162823459,0.307410488,0.104588092,0.355834562,0.263177633,0.186460217,0.223033258,0.324642652,0.204892961,0.220654144,0.126674795,0.042671023,0.034750947,0.029154554,0.133139313,0.12558336,0.30192671,0.105576387,0.020063717,0.081081579,0.077412373,0.025245304,0.448525706,0.12023563,0.040778684,0.036058826,0.02104679,0.160161553,0.247879973,0.069883967,0.017929273,0.017722919,0.026361843,0.019015112,0.01794772,0.997174053,0.398503484,0.063004092,0.082973451,0.047025291,0.807404531,0.686194822,0.171428472,0.017153503,0.02957217,0.111090775,0.040446418,0.024357444,0.713013524,1,0.139279903,0.268119919,0.160261078,1,0.668498764,0.573479167,0.079705992,0.129302126,0.565822177,0.210031007,0.081844389,0.561981079,0.833742475,0.246654783,1,1,0.729292815,0.437497246,0.755418218,0.267820581,0.32948768,1,0.614409605,0.271549673,0.618155922,0.252797215,0.345335466,0.601647303,0.669471146,0.471052733,0.523263061,0.982618645,0.349194339,0.154704812,0.785590742,0.625726816,0.204649848,1885.399629,1937.267114,1921.517062,1979.769272,2015.862553,1860.310058,1949.519798,1934.312631,1923.027295,2058.614316,2121.926379,1956.146069,1884.181034,scirpaceus
0.593504979,0.362280717,0.504957395,0.396561249,0.117203122,0.326768351,1,0.369357374,0.073275875,0.102650888,0.125093495,0.092273997,0.077886935,0.752414624,0.410722942,1,0.595786653,0.613743867,0.985924784,0.702532019,1,1,1,0.491268208,1,1,0.727848524,0.572733507,0.56476975,0.59883932,0.458404027,0.747521099,0.53584467,0.651382472,0.768449026,0.678485568,0.172276739,0.504827569,0.532861835,0.51779676,0.204248468,0.32011358,0.324738725,0.121327438,0.404803842,0.910708918,0.449344531,0.0831946,0.186705799,0.277846755,0.134479688,0.081624724,1,0.397136885,0.31997364,0.313341619,0.240270649,0.741937059,0.561402528,0.329788212,0.266678917,0.619008414,0.351133269,0.226466267,0.322690504,0.429260084,0.318419099,0.161121524,0.195930676,0.16082975,0.307430104,0.104718749,0.355710388,0.262975952,0.186488034,0.223321277,0.324411198,0.204668043,0.161028449,0.121724354,0.04278021,0.03168491,0.023423372,0.133271931,0.125861783,0.301489982,0.105277064,0.020061279,0.081163397,0.077276602,0.025186242,0.395658564,0.118450709,0.040907682,0.034717655,0.019243154,0.160748814,0.247546648,0.069574138,0.017908947,0.017763715,0.0263332,0.019002152,0.017946538,0.873234595,0.393497851,0.06329354,0.07900693,0.041205803,0.809572267,0.684769566,0.17058364,0.017103794,0.029776072,0.110909244,0.040349132,0.024348016,0.690659082,1,0.139962493,0.2586666,0.147303524,1,0.669236926,0.571412708,0.079457439,0.130113646,0.565198466,0.209361746,0.081820705,0.477325778,0.825713338,0.247697656,1,1,0.728824503,0.438833185,0.753636132,0.267534466,0.330265473,1,0.61297411,0.271420897,0.492296385,0.244013131,0.346036666,0.586543628,0.637074651,0.472221329,0.523871678,0.981038915,0.348357846,0.154928268,0.786232199,0.624362126,0.204428332,1912.387903,1946.632992,1921.657406,1966.687489,1978.547162,1860.203211,1949.564981,1934.258355,1923.048288,2059.202252,2121.586957,1955.882694,1884.171132,scirpaceus
