post,tags
remove nonalphabet characters from a string  i have a string like <code> lake1! </code> and i want to remove non nonalphabet characters from this string.    how can i do that  also  this is just an example but in general if have some string how can i remove nonalphabet characters from it     for example: <code> lake1! </code> should return <code> lake </code> with <code>1</code> and <code>!</code> removed.,python
undefined index: name when processing a form within a class  i am having an issue when processing form data. when the form is submitted  an object from the <code>sign_up</code> class is created and the <code>$_post</code> array is validated within this class. various  if  statement checks are then carried out to filter out unwanted chars  if the result does not equal  0   then a message is added to an array  please see an extract below   <pre><code>    &lt; php     include( super_class.php );      class signup_user extends super_class {           protected $errors = array();       public function processuserinput() {            if($_server[ request_method ]== post ) {                  if(0 == preg_match( /\s+/  $name = $_post[ name ])) {                      $this-&gt;errors[ name ] =  please enter your first name. ;           } </code></pre>   the form has php code  which execute the following  when a field has not been filled in  etc   <pre><code>    &lt; php if(isset($_post[ name ])) { echo $sign_up-&gt;geterror( name );} &gt;    </code></pre>   the <code>geterror</code> code in the <code>sign_up</code> class object.   <pre><code>    public function geterror($name) {      if($this-&gt;errors[$name]) {         return $this-&gt;errors[$name];     } } </code></pre>   if i load the form and just press  submit  all errors print out next to the input fields as intended  however if i enter some text into the name input box for example  i get the following error: <code>notice: undefined index name</code>  and points to the geterror function     i thought i may need to define the <code>$_post</code> array into variables first and then check them  but the result was still the same.    hope someone can help  i have been going round in circles on this one!!,php
#define string cast to lpcstr or std::string  if i have a <code>#define gamename  poseidon </code> and would like to cast it over to either a lpcstr or std::string how would i go about doing it  properly      fx:    <pre><code>m_hwnd = createwindowex(null       glclass        /* my gamename #define goes here */     (lpcstr)gamename       dwstyle | ws_clipchildren |     ws_clipsiblings      /* the x y coordinate */     0  0      m_windowrect.right - m_windowrect.left      m_windowrect.bottom - m_windowrect.top      /* todo: handle to parent */     null      /* todo: handle to menu */     null      m_hinstance      this); </code></pre>   perhaps i am just taking a bad approach to this,c++
queryselectorall() with regex attribute selector <pre><code>var arr = [].slice.call(document.queryselectorall( a[href*= pricing ] )); </code></pre>   returns an array with length 6.   <pre><code>var arr = [].slice.call(document.queryselectorall( a[href*= tarification ] )); </code></pre>   also produces an array of length 6.    the context is a website with either english or french pages. either of the two versions or arr will return 6 results on a given page while the other will produce an empty array.    i would like to dynamically account for this. so regardless if the user is on a french or english page i know that one or the other versions will return 6 elements. i could write an <code>if()</code> statement. but is there a neater  shorter way  i tried the following:   <pre><code>var arr = [].slice.call(document.queryselectorall( a[href*= (tarification|pricing) ] )); </code></pre>   but that also returned an empty array.,javascript
why does my website appear smaller on a live server than when deployed locally   i designed a website in localhost. but when i upload it on live server it is smaller than it  is when deployed on localhost. i had set the zoom properties in all browsers to 100%  but that made no difference.    this is on localhost (big) <a href= http://postimage.org/image/rcihvhvx5/  rel= noreferrer >http://postimage.org/image/rcihvhvx5/</a> <br> and on live server (small)  <a href= http://postimage.org/image/5jfq4gqjl/  rel= noreferrer >http://postimage.org/image/5jfq4gqjl/</a><br>    why does this happen,html
why there still have error return type required   i want to draw a line from value in function before. therefore  i need a return function so  it more smoothly to draw a line in graphic function.    i confused  why there still error since i was put the return function. please help me..     program.java:45: invalid method declaration; return type required    <pre><code>   public static sll(int sll)     public program()   {      super( myprogram ); //window name      .....      computebutton.addactionlistener(this);   }      public void actionperformed(actionevent ee)   {   }    public static sll(int sll)   {  ....       homeposition hp[][] = new homeposition[2][6];      homeposition dp[][]= new homeposition[2][6];      homeposition fb[][] =new homeposition[2][6];      ...      fb[1][0].x= fb[2][0].x=40;      fb[1][0].y=fb[2][0].y=40;       hp[1][0].x = 40;       hp[1][0].y = 30;              hp[1][1].x = 26;       hp[1][1].y = 30;               dp[1][0].x = 30;           dp[1][0].y =40;          dp[1][1].x = 16;           dp[1][1].y = 40;          sll.slx[m][n]=hp[m][n].x;       return sll;   }     public void paint(graphics g) {      super.paint(g);            }         basicstroke stroke;      graphics2d g2 = (graphics2d)g;       stroke = new basicstroke(4.0f);       g2.setstroke(stroke);     .....       for (m=1;m&lt;=2;m++){         for (n=0;n&lt;=1;n++){              g2.drawline( sll.slx[m][n]*m 40*m 40*m 30*m);         }      }   }     public static void main(string[] arguments)   {      program frame=new program();      final int width=910;      final int length=725;      frame.setsize(width length);      final int buttonwidth=30;      final int buttonheight=10;      frame.setvisible(true);   } } </code></pre>,java
transitions of the process to different states  suppose i have a simple c program.i want to know the transitions this program makes that is if it goes into a blocked state or suspended state etc. as it is getting executed.can someone please explain taking a simple c program and going through the transitions for each line of code,c
how to view classess  functions  objects diagrams from existing php code  <blockquote>    <strong>possible duplicate:</strong><br>   <a href= https://stackoverflow.com/questions/393603/php-uml-generator >php uml generator</a>    </blockquote>     i am trying to understand some php code that is heavily object-oriented and has a mvc structure.. without much luck from just browsing the code.    is their a tool that can help me  for example by producing some class diagrams  which classes extend which ones  what functions each class has and how they communicate  even in a high level,php
repeated bitwise shift  i have some code which extracts bits from a number:   <pre><code>uint32_t foo = getvalue(); /*this just returns a value for `foo`*/  while (foo){     foo &lt;&lt;= 2;     dosomethingwithfoo(foo); } </code></pre>   i m worried that i have undefined behaviour here since i ll end up  overshifting  <code>foo</code>. am i correct,c
difference between appdomain  assembly  process  and a thread  what is the difference between <strong>appdomain</strong>  <strong>assembly</strong>  <strong>process</strong>  and a <strong>thread</strong>,.net
python processing multiple items in queue using workers  im trying to build a simple multiprocessing application using queue.    im starting 4 processes to process data from multiple website. i want each process to process different website but for some reason the processes runs multiple times and never exits.   <pre><code>from multiprocessing import process import queue import requests  def readdata(item):     print item     r = requests.get(item)     print  read data      print r.status_code   def worker(queue):    while true:        try:            print  start process             item = queue.get()            readdata(item)            q.task_done()        except:            print  the end             break  if __name__ ==  __main__ :      nthreads = 4      queue = queue.queue()      # put stuff in the queue here       morestuff = [ http://www.google.com   http://www.yahoo.com   http://www.cnn.com ]      for stuff in morestuff:          queue.put(stuff)      procs = [process(target = worker  args = (queue )) for i in xrange(nthreads)]      for p in procs:        p.start()      for p in procs:        p.join() </code></pre>   output:   <pre><code>    start process http://www.google.com start process http://www.google.com start process http://www.google.com start process http://www.google.com read data 200 start process http://www.yahoo.com read data 200 start process http://www.yahoo.com read data 200 start process http://www.yahoo.com read data 200 start process http://www.yahoo.com /usr/local/lib/python2.7/dist-packages/requests/packages/urllib3/util/ssl_.py:90: insecureplatformwarning: a true sslcontext object is not available. this prevents urllib3 from configuring ssl appropriately and may cause certain ssl connections to fail. for more information  see https://urllib3.readthedocs.org/en/latest/security.html#insecureplatformwarning.   insecureplatformwarning /usr/local/lib/python2.7/dist-packages/requests/packages/urllib3/util/ssl_.py:90: insecureplatformwarning: a true sslcontext object is not available. this prevents urllib3 from configuring ssl appropriately and may cause certain ssl connections to fail. for more information  see https://urllib3.readthedocs.org/en/latest/security.html#insecureplatformwarning.   insecureplatformwarning /usr/local/lib/python2.7/dist-packages/requests/packages/urllib3/util/ssl_.py:90: insecureplatformwarning: a true sslcontext object is not available. this prevents urllib3 from configuring ssl appropriately and may cause certain ssl connections to fail. for more information  see https://urllib3.readthedocs.org/en/latest/security.html#insecureplatformwarning.   insecureplatformwarning /usr/local/lib/python2.7/dist-packages/requests/packages/urllib3/util/ssl_.py:90: insecureplatformwarning: a true sslcontext object is not available. this prevents urllib3 from configuring ssl appropriately and may cause certain ssl connections to fail. for more information  see https://urllib3.readthedocs.org/en/latest/security.html#insecureplatformwarning.   insecureplatformwarning read data 200 start process http://www.cnn.com read data 200 start process http://www.cnn.com read data 200 start process http://www.cnn.com read data 200 start process read data 200 start process http://www.cnn.com read data 200 start process read data 200 start process read data 200 start process </code></pre>   how do i check if the queue is empty and exit,python
jquery date select mindate needs to be two values  i am making a  deliver date  jquery calendar selector at checkout.    delivery is only available from nov 24th to dec 24th.    on days that delivery is available  the user should not be able to schedule delivery for the same day after 5pm.    these two seem to conflict in my code.    how can i make the delivery date only available between nov 24th and dec 24th and on dates that it is available  make the mindate the next day after 5pm     thanks!   <pre><code>if(current_hour &gt;= 17) $(  #datepicker  ).datepicker({ mindate: 1 }); else var currenttime = new date(); var startdatefrom = new date(currenttime.getfullyear() 10  24); var startdateto = new date(currenttime.getfullyear() 11  24); $(  #datepicker  ).datepicker({ mindate: startdatefrom maxdate: startdateto }); </code></pre>,jquery
variable changes for unknown reason(maybe)  i have this function   <pre><code>    function ecr_form_save($data) { /* data value array( [ result ] =&gt;  ok  ) */         $result = validate_form($data);         global $firephp;             $firephp-&gt;log($result   iterators );         //return $result;   //return 1          if ($result[ result ]== ok ) {             return $result; //return 2         } else {             return $result; //return 3         }      } </code></pre>   when i uncoment return 1 everything works  but if i comment return 1 and try to get output from return 2 or 3 i get error    any idea what is going on with that.    yes  it is always is returning array like this array( result => ok ) or like this array( error =>  beigu rādījums  ir jābūt veselam skaitlim )   depending on what input form has.    if i change if statement to if ( 1==1) it works  to,php
average of multiple columns in sql when some data is not there  i have a sql table that has 8 columns that are empirical results for the same process. however  some of the data is incomplete meaning that there are cases where some of the of the 8 columns have null instead of a numerical value. i know that if all 8 columns were present i could do something like ...   <pre><code>select (val1+val2+val3+val4+val5+val6+val7+val8)/8 from mytable; </code></pre>   but if say two of the values are null what i want in that case is ...   <pre><code>select (val1+val2+val3+val4+val5+val6)/6 from mytable; </code></pre>   how do i do this  the only other posts i have seen regarding this query (no pun intended) are to do with simply parsing out any null values.,sql
declaring function templates within a namspace and using in a class <blockquote>    <strong>possible duplicate:</strong><br>   <a href= https://stackoverflow.com/questions/495021/why-can-templates-only-be-implemented-in-the-header-file >why can templates only be implemented in the header file </a><br>   <a href= https://stackoverflow.com/questions/4100893/undefined-reference-to-template-members >undefined reference to template members</a><br>   <a href= https://stackoverflow.com/questions/5612791/c-template-and-header-files >c++ template and header files</a>    </blockquote>     i am getting a compiler error when using a function template in a class. the function template was declared in a namespace in a separate source and header file.      here is some example code.   <pre><code>namespace a header file  namespace a {  ... ...  template&lt;typename t1  typename t2 &gt;  bool or(t1* j  vector&lt;t2*&gt;  float cut);  ... ... }  a cpp file  namespace a {   ...  ...   template&lt;typename t1  typename t2 &gt;   bool or(t1* j  vector&lt;t2*&gt;  float cut){        ....       ....    }   } </code></pre>   i then use this namespace in a class   <pre><code>class b cpp file ( only member function)  #include  a.h   void b::exmaple(){       if(a::or(m_ptrobj  m_ptrvectortootherobj  m_cut)){         cout  &lt;&lt;  its true  &lt;&lt; endl;      }   } </code></pre>   so the compiler error i get is as follows (note this is the error from my real code  but same idea).   <pre><code>undefined reference to `bool jetfilters::or&lt;jet  jet&gt;(jet*  std::vector&lt;jet*  std::allocator&lt;jet*&gt; &gt;*  float) </code></pre>   any ideas why i am getting the above error,c++
why do i get a duplicate key error and what is this unique index []$[]$[]$   when i tried to commit a sql query i ended up with the following message:   <blockquote>    cannot insert duplicate key row in object [] with unique index  []$[]$[]$   </blockquote>   what does that mean  and what   []$[]$[]$   is composed of,sql
why is the size of two variables in the below code different  <pre><code>#include&lt;stdio.h&gt; int main() {   short i = 90l;   long j = 90;   printf( %d   sizeof(i));   printf( %d\n   sizeof(j));   return 0; } </code></pre>   i just read that if we place l at the end of an integer value  then actually it gets the storage equal to the long value  so basically what do they mean by saying this  as when i calculated the size of both the variables it was different had it been like it is actually occupying the size of a long variable  then obviously it would have shown the size to be 4 bytes  but it showed the size according to the size of a short data type only so what is the reason behind it.    is the value trunctated but then when i priint the value of i  it prints it to be 90 only  so how does everything take place.,c
how to turn off buffering of stdout in c  i want to turn off the buffering for the stdout for getting the exact result for the following code   <pre><code>while(1) { printf( . ); sleep(1); } </code></pre>   the code printf bunch of  .  only when buffer gets filled.,c
what does python s dir() function stand for   i know that the dir() function gives you back either the names defined in the current scope or the names defined in an object. but why is it called dir()  is it some mysterious acronyms like lisp s car and cdr,python
sql: month to month computation  i want to compute for month difference of 2 dates which will return a float value.    example:    date1= 4/23/2008  date2= 12/31/2008     that will be 7.y months. i want to find the y value. can someone give me the formula to make this in sql codes  tnx..,sql
writing 4 arguments with the write function to a file  i would like to write this to a file <code>f.write( add unit at-wc 0 0 0 %s  % x  y  z   0.000 0.000 0.000  )</code> but when i do that i get an error saying <code>function takes exactly 1 argument (4 given).</code>,python
not declared in scope  beginners snail racing game  ok  i googled and found some answers here on this site regarding this  but the answers are too different for me to really do anything with them  so i ask again and hope for the best.     i got the following errors in g++;    <pre><code>snailrace.cpp: in function ‘int race(int  int)’:  snailrace.cpp:101:21: error: ‘rand’ was not declared in this scope   snailrace.cpp:123:3: error: a function-definition is not allowed here before ‘{’ token   snailrace.cpp:128:3: error: expected ‘}’ at end of input </code></pre>   i think i will be able to solve everything except the <code>snailrace.cpp:101:21: error: ‘rand’ was not declared in this scope</code> i tried everything and it wont help!  how do i solve that!  it is driving me insane.  thanks!   <pre><code>//the snail race.  #include &lt;iostream&gt; #include &lt;ctime&gt;  //function declaration. int race(int int);  void race(void); int menu(void); int placebet(int); void init(void);  //variables  int money = 200;   //the main function int main(void) {   using std::cout;     init();   int user_respons;    cout &lt;&lt;  welcome to the snail race!\n ;     while(user_respons = menu())   {      switch(user_respons)     {       case 1:       case 2:       case 3:      ::money +=     race(placebet(user_respons)  user_respons);      break;        case 4: //the user did not bet     race();     break;    } } return 0;   }  //display user menu and sends user selection to the main function int menu( void ) {   using std::cout;   using std::cin;     int user_respons;    cout &lt;&lt;  you have   &lt;&lt; money &lt;&lt;   usd.\n ;    do   {     cout &lt;&lt;  race menu: \n\n       &lt;&lt;  1) bet on snail 1\n       &lt;&lt;  2) bet on snail 2\n       &lt;&lt;  3) bet on snail 3\n       &lt;&lt;  4) do not bet  just watching       &lt;&lt;  0) leave the race ;       cin &gt;&gt; user_respons;   }   while(user_respons &lt; 0 &amp;&amp; user_respons &gt; 4);   return user_respons; }  //decide how much one person will bet on a snail.  int placebet(int user_respons)  {   using std::cout;   using std::cin;    int bet_amount;    cout &lt;&lt;  snail   &lt;&lt; user_respons &lt;&lt;   is a good choice!\n ;   cout &lt;&lt;  how much would you like to bet on your snail \n ;    cin &gt;&gt; bet_amount;    return bet_amount; }  //if just watching the race void race(void)  {   race(0  0);  }  //if they are betting money.  int race(int money  int user_respons) {   using std::cout;    using std::cin;     //stores random number   int winner = rand() % 3 + 1;     cout &lt;&lt;  and the snails are off!\n ;    cout &lt;&lt;  look at them go! \n ;    cout &lt;&lt;  the winner snail is   &lt;&lt; winner &lt;&lt;  \n ;     if(winner == user_respons)   {     cout &lt;&lt;  you win!\n ;      return money * 2;    }   else    {   cout &lt;&lt;  you lost.\n ;     return money / 2;   }     //handles the program start random   void init(void)    {     using std::srand;      using std::time;       srand(time(0));    } </code></pre>,c++
trying to make an each method  like in jquery  with vanilla js <pre><code>element.prototype.each = function(fn) {   for(var i = 0; i &lt; this.length; i++) {     fn(i);   }  };  var li = document.getelementsbytagname( li );  li.each(function(i) {   this.style.borderbottom =  1px solid red ; }); </code></pre>   i m trying to make an each method like in jquery. i tried many things in the for loop and in the callback but i got errors. i m sure this is something to do with the  this  context.,javascript
basic multithread in c++ ( the execute order)  when you have following code:   <pre><code>#include &lt;iostream&gt; #include &lt;cstdlib&gt; #include &lt;pthread.h&gt;  using namespace std;  #define num_threads     5  void *printhello(void *threadid) {    long tid;    tid = (long)threadid;    cout &lt;&lt;  hello world! thread id    &lt;&lt; tid &lt;&lt; endl;    pthread_exit(null); }  int main () {    pthread_t threads[num_threads];    int rc;    int i;    for( i=0; i &lt; num_threads; i++ ){       cout &lt;&lt;  main() : creating thread    &lt;&lt; i &lt;&lt; endl;       rc = pthread_create(&amp;threads[i]  null                             printhello  (void *)i);       if (rc){          cout &lt;&lt;  error:unable to create thread   &lt;&lt; rc &lt;&lt; endl;          exit(-1);       }    }    pthread_exit(null); }  the out put will be  main() : creating thread  0 main() : creating thread  1 main() : creating thread  2 main() : creating thread  3 main() : creating thread  4 hello world! thread id  0 hello world! thread id  1 hello world! thread id  2 hello world! thread id  3 hello world! thread id  4 </code></pre>   i am wondering why it s not    <pre><code>main() : creating thread  0 hello world! thread id  0 main() : creating thread  1 hello world! thread id  1 .... </code></pre>   why we create the thread  it execute immediately     another question thread 0 1 2 3 4  is that possible those threads execute in random order  for example  output will be    <pre><code>hello world! thread id  1 hello world! thread id  4 hello world! thread id  0 hello world! thread id  2 hello world! thread id  3 </code></pre>   thanks a lot for answering!,c++
row with the highest id  you have three fields id  date and total. your table contains multiple rows for the same day which is valid data however for reporting purpose you need to show only one row per day. the row with the highest id per day should be returned the rest should be hidden from users (not returned). to better picture the question below is sample data and sample output:   <pre><code>id  date  total 1  2011-12-22  50 2  2011-12-22  150 </code></pre>   the correct result is:   <pre><code>2  2012-12-22  150 </code></pre>   the correct output is single row for 2011-12-22 date and this row was chosen because it has the highest id (2>1),sql
fastest way to find an item in a sorted arraylist  in java  i have an arraylist with a list of objects. each object has a date field that is just a long data type. the arraylist is sorted by the date field. i want to insert a new object into the arraylist so that it appears in the correct position with regard to its date. the only solution i can see is to iterate through all the items and compare the date field of the object being inserted to the objects being iterated on and then insert it once i reach the correct position. this will be a performance issue if i have to insert a lot of records.    what are some possible ways to improve this performance  maybe an arraylist is not the best solution,java
jquery disable form to validate data  i am trying to disable a login form for quick validating user data before submit to the server. my current code work nice; but the problem i am facing right now is  i need to click submit button 2 times to submit the form. my current code is:   <pre><code>$( #login-submit ).click(function() {   var nameid =  #  + $(this).attr( name );      // form name   submitform(nameid); });  function submitform(nameid) {      var formid = nameid +  -form ;        // form id   var email = nameid +  -email ;        // email   var pwd = nameid +  -pwd ;        // password   var btn = nameid +  -submit ;     // submit button    $(formid).submit(function() { return false; });   alert( click1 );   $(btn).on( click   function() {     alert( click2 );     var emailval = $(email).val();     var pwdval = $(pwd).val();      /*alert(emailval +     + pwdval);*/     var isemailvalid = validateemail(emailval);     var ispwdcvalid = validatepwd(pwdval);      // validate email     if(!isemailvalid) {        $(email).addclass( error );       $(email +  -error ).show();     } else {           $(email).removeclass( error );       $(email +  -error ).hide();     }      // validate password     if(!ispwdcvalid) {       $(pwd).addclass( error );       $(pwd +  -error ).show();     } else {            $(pwd).removeclass( error );         $(pwd +  -error ).hide();     }      if(isemailvalid &amp;&amp; ispwdcvalid) {       $(btn).replacewith( &lt;em&gt;sending...&lt;/em&gt; );       var urlid = $(formid).attr( action );        $.ajax({         type:  post           url: urlid          data: $(formid).serialize()          success: function(data) {}       });     }   } } </code></pre>   the first time when i click submit button  it will alert  click1  but not  click2 . if i click the button again  the it will alert  click2 . what should i do to get the alert for  click2  with 1 button click,jquery
store class variables into an array   i have this class in java in which i declared a large number of variables (more than 50) as:   <pre>      public static final string variable_1 =  value ;     ....  </pre>   i would like to access all these variables and put them in a list from within another class. is there any way of doing that by using a for loop,java
